stop_id,stop_name,stop_lat,stop_lon
40949,Chotyłów,51.99684579892,23.3558781676
40998,Terespol,52.07398543681,23.60112306555
4101,Kołobrzeg,54.18224244455,15.57084203011
4135,Ustronie Morskie,54.20030545011,15.74765922422
42002,Nowa Sól,51.79912167571,15.70874382983
42200,Głogów,51.66967512769,16.07957260999
42606,Leszno,51.84588963258,16.56545428391
43406,Kościan,52.07887930382,16.6419466574
44008,Krotoszyn,51.70152870299,17.42615102649
4408,Koszalin,54.19039460958,16.16960647928
44305,Rawicz,51.60877741913,16.83979934136
44420,Żmigród,51.47485191109,16.90180355369
44701,Jarocin,51.96872297641,17.49468683124
44842,Pleszew,51.89250513527,17.73247445481
45245,Kalisz,51.74278329437,18.07118445486
45401,Kępno,51.29195579895,18.00141915717
45476,Ostrzeszów,51.4296015581,17.94054666434
45617,Wieruszów Miasto,51.29912719792,18.16577552676
45682,Wieluń,51.22344251522,18.5826561733
45906,Ostrów Wielkopolski,51.6496675147,17.80517738591
46409,Łódź Widzew,51.76321082812,19.54318695347
46458,Łódź Fabryczna,51.76956162252,19.46956420169
46565,Łódź Chojny,51.72641334627,19.48432155992
46581,Pabianice,51.66080053969,19.32482150618
46649,Łask,51.60372042378,19.11212892399
46706,Łódź Kaliska,51.75786647986,19.42983100106
46789,Łódź Żabieniec,51.79352425398,19.40702408284
46805,Zgierz,51.84930968801,19.42559837759
46862,Głowno,51.96142588689,19.70289864418
47001,Skierniewice,51.96730420328,20.15043398413
4705,Słupsk,54.46771196624,17.01648113966
47258,Koluszki,51.74339815459,19.81837887943
47316,Rogów,51.81805249261,19.88621943834
47605,Tomaszów Mazowiecki,51.54681097307,20.03376730833
47704,Piotrków Trybunalski,51.41082312766,19.68475819874
47829,Gorzkowice,51.21824108365,19.60311984414
47886,Radomsko,51.07473698255,19.43759879597
48009,Skarżysko-Kamienna,51.11591040278,20.88136602447
48181,Starachowice Wschodnie,51.04173127118,21.07907576336
48355,Radom Główny,51.39107956687,21.1559020539
48504,Warka,51.79312701868,21.16958188228
48736,Pionki Zachodnie,51.47189826741,21.44120349934
48801,Przysucha,51.37805592715,20.6587555324
48827,Drzewica,51.43699538572,20.46566942328
48959,Opoczno Południe,51.35914690831,20.23239611506
49205,Ostrowiec Świętokrzyski,50.93359476679,21.37783609799
4952,Ustka,54.57873708694,16.86106249282
49809,Dęblin,51.57814967532,21.83430789828
50021,Puławy Miasto,51.42721669507,21.98475355656
50104,Nałęczów,51.31807269238,22.21296795595
50484,Świdnik Miasto,51.22379900765,22.69500085715
50500,Lublin Główny,51.23135643241,22.56920429158
50609,Lubartów,51.44553685262,22.60821456346
50807,Rejowiec,51.11755257754,23.23950290941
50906,Chełm,51.14124000061,23.49326282389
50948,Chełm Miasto,51.13799468398,23.45814500337
5108,Sławno,54.3556494354,16.66879392961
51102,Dorohusk,51.17210046763,23.78424703807
51177,Krasnystaw Miasto,50.98511134643,23.18297937705
51508,Kraśnik,50.92946229381,22.2834988062
51805,Węgliniec,51.29011852119,15.22298410229
51847,Zgorzelec,51.14017520146,15.00337796417
51862,Zgorzelec Miasto,51.15461801471,15.0201610086
51946,Pieńsk,51.24537151725,15.04706640608
5256,Lębork,54.53362086617,17.75043008566
53009,Legnica,51.21400115827,16.16883872867
53280,Lubin,51.3961934329,16.19368671298
53850,Bolesławiec,51.26609729848,15.56960104823
54007,Chojnów,51.27768932412,15.93743919253
54403,Jaworzyna Śląska,50.91252237851,16.42891994556
54528,Świebodzice,50.86019406371,16.33289737096
54551,Wałbrzych Miasto,50.78576642799,16.2850159353
54817,Świdnica Miasto,50.84112363519,16.48150919795
54908,Dzierżoniów Śląski,50.72441634844,16.64071171403
55103,Wałbrzych Główny,50.74332995856,16.28095583203
55145,Jedlina-Zdrój,50.71155241729,16.34301602304
55632,Sędzisław,50.81340553575,16.06981221998
55806,Jelenia Góra,50.90260149015,15.7559269735
56093,Jelenia Góra Cieplice,50.86977982131,15.68550465382
56143,Piechowice,50.85170662987,15.59147073651
56168,Szklarska Poręba Dolna,50.8483479237,15.55694243247
56176,Szklarska Poręba Średnia,50.83845500292,15.54002090289
56184,Szklarska Poręba Górna,50.83266886434,15.51872596693
56408,Kamieniec Ząbkowicki,50.53616772711,16.89894453563
56424,Ziębice,50.60848803375,17.03393188032
56606,Nysa,50.47777011314,17.34184774757
56697,Otmuchów,50.47412628018,17.15278337229
56713,Paczków,50.47840993325,17.01118203309
56903,Prudnik,50.32914061399,17.57744390754
57208,Międzylesie,50.1438861506,16.65494457652
57307,Kłodzko Główne,50.45087592085,16.65718329867
57414,Bystrzyca Kłodzka,50.29688207324,16.65502146178
57463,Kłodzko Miasto,50.43543140434,16.65855831741
57497,Polanica Zdrój,50.39763084631,16.51362060428
57513,Szczytna,50.40839787617,16.44974111974
57521,Duszniki-Zdrój,50.40912607558,16.38563095987
57554,Kudowa-Zdrój,50.42973323862,16.24423026502
57703,Ząbkowice Śląskie,50.59734287465,16.81274055362
57943,Nowa Ruda,50.57730950515,16.49680852354
58271,Oława,50.9309804404,17.29699599133
58651,Wrocław Mikołajów,51.11606147634,16.99832434517
58784,Oborniki Śląskie,51.29940096999,16.90740536845
5900,Gdynia Główna,54.5208668893,18.52902918993
59105,Wrocław Nadodrze,51.12578939882,17.03263905435
5942,Sopot,54.43995694985,18.56235946849
59543,Grabowno Wielkie,51.34324786074,17.40346503844
59576,Oleśnica Rataje,51.21584759927,17.36443823223
59675,Milicz,51.52726897144,17.29508756518
59808,Strzelin,50.7846554663,17.06033877261
60103,Wrocław Główny,51.09791807899,17.03743373155
60269,Brzeg Dolny,51.26671570629,16.7255035535
60335,Wołów,51.33371086352,16.63311674999
60400,Ścinawa,51.4091782138,16.42173497635
60608,Opole Główne,50.66165452034,17.92718170047
6098,Rumia,54.56902057926,18.38674911037
61200,Kluczbork,50.97091882626,18.20111780793
61341,Byczyna Kluczborska,51.11371109591,18.1998799207
61572,Ozimek,50.67000478647,18.20859612165
61705,Strzelce Opolskie,50.51671187049,18.3065966348
61903,Gogolin,50.49288100669,18.01886108457
62109,Brzeg,50.85303562693,17.47054393643
62653,Częstochowa,50.80863803089,19.12097955749
62802,Częstochowa Stradom,50.7972075927,19.10762895397
6304,Wejherowo,54.60582937299,18.22962210729
63073,Koniecpol,50.77637636512,19.69978678459
63552,Kielce Główne,50.87428713415,20.61797141743
64303,Sędziszów,50.56579676406,20.05489891086
64337,Kozłów,50.47472660786,20.01194974526
64352,Klimontów,50.52526299331,20.03007016404
64451,Jędrzejów,50.64475357679,20.27593224281
64626,Tunel,50.43349907561,19.9911906973
64808,Włoszczowa,50.83775009492,20.01541304641
64899,Włoszczowa Północ,50.85670346333,19.94616149783
65003,Stalowa Wola Rozwadów,50.59132724573,22.04195261785
65029,Stalowa Wola Centrum,50.57066449887,22.05472239413
65094,Nisko,50.5141100868,22.14069776275
65144,Rudnik nad Sanem,50.43587286757,22.24895093019
65243,Zaklików,50.76843285504,22.10793206546
65300,Sandomierz,50.6605739154,21.76532525756
65466,Tarnobrzeg,50.56800523269,21.69629665688
65532,Nowa Dęba,50.41544555368,21.7398056001
65904,Zamość,50.71354997323,23.239233
66050,Zawada,50.71603303507,23.12532976323
66134,Hrubieszów Miasto,50.79696043575,23.90884100854
66142,Werbkowice,50.74553949091,23.76763342738
66407,Biłgoraj,50.55142585764,22.73176430583
66449,Tereszpol Biłgorajski,50.57453645358,22.88550852656
66589,Zwierzyniec,50.60920539748,22.98429796271
6700,Puck,54.7150832613,18.40855335582
